track_id,title,genre_top,artist_name,license,subset,duration,listens,split
9887,All I Ever Wanted,Folk,Meg Baird,CC BY-NC-SA,small,215,1446,training
9888,Cross,Folk,James Blackshaw,CC BY-NC-SA,small,508,3065,training
9918,Scorpion Whip,Experimental,Sissy Spacek,CC BY-NC-SA,small,231,1544,training
9962,Amour,Rock,Avec Noir,CC BY-NC-SA,small,168,2528,training
10186,Love To C You Dance (Premixed),International,Dubyouth Soundsystem,CC BY-NC-SA,small,295,1873,training
10192,Fucking Exotic Bitches,Hip-Hop,The Professional Savage,CC BY-NC-SA,small,360,2052,training
10374,Into the Fog,Experimental,Sodadosa,CC BY-NC-SA,small,318,1536,training
10375,Torturing Mantra,Experimental,Sodadosa,CC BY-NC-SA,small,131,1370,training
10376,Low Nightmare,Experimental,Sodadosa,CC BY-NC-SA,small,166,951,training
10377,Abandoned,Experimental,Sodadosa,CC BY-NC-SA,small,355,4111,training
10381,Baron in the Trees,Folk,Big Blood,CC BY-NC-SA,small,268,1515,test
10382,New Dish Rag,Folk,Big Blood,CC BY-NC-SA,small,126,993,test
10383,Graceless Lady,Folk,Big Blood,CC BY-NC-SA,small,528,1456,test
10384,Blood Mumble,Folk,Big Blood,CC BY-NC-SA,small,326,1032,test
10385,Curee,Folk,Big Blood,CC BY-NC-SA,small,121,828,test
10386,The Birds &amp; The Herds,Folk,Big Blood,CC BY-NC-SA,small,440,1032,test
10387,Tease it Like a Cop,Folk,Big Blood,CC BY-NC-SA,small,278,702,test
10388,Night Lighter,Folk,Big Blood,CC BY-NC-SA,small,255,894,test
10389,Terrapin (oh! syd),Folk,Big Blood,CC BY-NC-SA,small,137,789,test
10435,Paku Paku,Experimental,Funky Terrorist,CC BY-NC-SA,small,144,876,training
10438,Little Lepers,Folk,Big Blood,CC BY-NC-SA,small,85,929,test
10439,In The Light Of The Moon,Folk,Big Blood,CC BY-NC-SA,small,296,1005,test
10440,No Gravity Blues,Folk,Big Blood,CC BY-NC-SA,small,144,868,test
10441,In The Shade,Folk,Big Blood,CC BY-NC-SA,small,265,830,test
10442,Something Brighter Than The News,Folk,Big Blood,CC BY-NC-SA,small,315,968,test
10443,Beast (1 Beast),Folk,Big Blood,CC BY-NC-SA,small,164,686,test
10444,Restless Purity,Folk,Big Blood,CC BY-NC-SA,small,363,651,test
10447,Low Gravity Blues,Folk,Big Blood,CC BY-NC-SA,small,344,869,test
10458,Highway,Folk,Uke of Spaces Corners,CC BY-NC-SA,small,371,886,training
10521,boys boys boys,Experimental,Sabrina,CC BY-NC-SA,small,217,9393,training
10527,r u serious,Experimental,Funky Terrorist,CC BY-NC-SA,small,265,869,training
10535,azaria vs the spaceman,Experimental,Scratch My Nose,CC BY-NC-SA,small,77,966,training
10541,.,Experimental,Sports bra,CC BY-NC-SA,small,68,2568,training
10575,Premonitions: The Fantasy,Folk,Bobb Trimble,CC BY-NC-SA,small,362,1424,training
10577,One Mile From Heaven (short version),Folk,Bobb Trimble,CC BY-NC-SA,small,250,1434,training
10668,"999,999",Rock,Nine Inch Nails,CC BY-NC-SA,small,85,6484,training
10669,"1,000,000",Rock,Nine Inch Nails,CC BY-NC-SA,small,236,5372,training
10670,Letting You,Rock,Nine Inch Nails,CC BY-NC-SA,small,229,3671,training
10671,Discipline,Rock,Nine Inch Nails,CC BY-NC-SA,small,259,6438,training
10672,Echoplex,Rock,Nine Inch Nails,CC BY-NC-SA,small,285,3133,training
10673,Head Down,Rock,Nine Inch Nails,CC BY-NC-SA,small,295,2880,training
10674,Lights in the Sky,Rock,Nine Inch Nails,CC BY-NC-SA,small,209,3236,training
10675,Corona Radiata,Rock,Nine Inch Nails,CC BY-NC-SA,small,453,2205,training
10676,The Four of Us are Dying,Rock,Nine Inch Nails,CC BY-NC-SA,small,277,2292,training
10677,Demon Seed,Rock,Nine Inch Nails,CC BY-NC-SA,small,299,3189,training
10678,Glory Daze,Folk,Big Blood,CC BY-NC-SA,small,427,855,test
10679,The Rise Of Quinnisa Rose,Folk,Big Blood,CC BY-NC-SA,small,348,762,test
10682,She Said Nothing,Folk,Big Blood,CC BY-NC-SA,small,429,675,test
10684,Don't Trust The Ruin,Folk,Big Blood,CC BY-NC-SA,small,434,598,test
10805,Super Nude,Pop,Lesbian Afternoon,CC BY-NC-SA,small,232,42200,training
10806,Glowing Pavements,Pop,Lesbian Afternoon,CC BY-NC-SA,small,143,20697,training
10807,Three Owls Teahaus,Pop,Lesbian Afternoon,CC BY-NC-SA,small,207,36157,training
10808,Wind Up The Hypnotist,Pop,Lesbian Afternoon,CC BY-NC-SA,small,191,30663,training
10809,Pass That Joint,Pop,Lesbian Afternoon,CC BY-NC-SA,small,212,28250,training
10810,Under The Sunset,Pop,Lesbian Afternoon,CC BY-NC-SA,small,301,22822,training
10983,Track 02,Experimental,Justice Yeldham,CC BY-NC-SA,small,314,1317,training
10992,The Grove Is Hotter Than An Ocean's Oven,Folk,Big Blood,CC BY-NC-SA,small,362,1673,test
10993,Oh Country (Skin &amp; Bones),Folk,Big Blood,CC BY-NC-SA,small,321,1540,test
11019,Mirror Friends,Experimental,Lucky Dragons,CC BY-NC-SA,small,127,11512,test
11020,Morning Ritual,Experimental,Lucky Dragons,CC BY-NC-SA,small,141,7198,test
11199,Love Is An Eternal Lie,Pop,The Sleeping Tree,CC BY-NC-SA,small,191,1300,training
11234,290504 beirut,Experimental,Justice Yeldham,CC BY-NC-SA,small,240,1426,training
11237,270104 berlin,Experimental,Justice Yeldham,CC BY-NC-SA,small,335,1253,training
11239,hamar 261005,Experimental,Justice Yeldham,CC BY-NC-SA,small,280,1064,training
11242,280405 seoul,Experimental,Justice Yeldham,CC BY-NC-SA,small,357,1463,training
11261,India,Pop,Mira Cook,CC BY-NC-SA,small,224,554,training
11306,Inspiration,Rock,Abunai!,CC BY-NC-SA,small,320,2604,training
11333,Instrumental,Experimental,Gen Ken Montgomery,CC BY-NC-SA,small,159,655,training
11334,Instrumental,Experimental,Gen Ken Montgomery,CC BY-NC-SA,small,90,904,training
11503,All Operations,Folk,Big Blood,CC BY-NC-SA,small,506,734,test
11504,A Friendly Noose,Folk,Big Blood,CC BY-NC-SA,small,189,619,test
11505,A Quiet Lousy Roar,Folk,Big Blood,CC BY-NC-SA,small,322,778,test
11508,Under The Concourse,Folk,Big Blood,CC BY-NC-SA,small,430,442,test
11544,Radiation,Experimental,The Lost Demension,CC BY-NC-SA,small,306,677,training
11638,Romantic Neck Tattoo,Instrumental,Embarker,CC BY-NC-SA,small,155,1460,training
11671,Abre La Ventana,International,Cordero,CC BY-NC-SA,small,175,1315,training
11672,(intro),International,Cordero,CC BY-NC-SA,small,176,590,training
11673,El Arco Iris,International,Cordero,CC BY-NC-SA,small,158,1079,training
11674,(chat w/ Rob Weisberg),International,Cordero,CC BY-NC-SA,small,197,401,training
11675,La Sombra,International,Cordero,CC BY-NC-SA,small,140,984,training
11677,Quique,International,Cordero,CC BY-NC-SA,small,198,720,training
11679,Ruleta Rusa,International,Cordero,CC BY-NC-SA,small,215,993,training
11681,Heart In Me,International,Cordero,CC BY-NC-SA,small,286,642,training
11682,(chat w/ Rob Weisberg),International,Cordero,CC BY-NC-SA,small,139,451,training
11683,Matadora,International,Cordero,CC BY-NC-SA,small,288,1278,training
11803,D'Evils 2008,Hip-Hop,Talib Kweli,CC BY-NC-SA,small,135,7253,validation
11818,Future Music,Hip-Hop,It's Notherground Music!!,CC BY-NC-SA,small,209,1663,training
11839,Belief feat. John Mayer,Hip-Hop,6th Sense &amp; Mick Boogie,CC BY-NC-SA,small,210,1517,training
11861,Nike Boots Freestyle,Hip-Hop,6th Sense &amp; Mick Boogie,CC BY-NC-SA,small,132,1289,training
11862,05 A-Trak &amp; Lupe Fiasco feat. 6th Sense - Me &amp; My Sneakers.mp3,Hip-Hop,6th Sense &amp; Mick Boogie,CC BY-NC-SA,small,224,1243,training
11867,Team USA (prod. Just Blaze),Hip-Hop,6th Sense &amp; Mick Boogie,CC BY-NC-SA,small,130,2239,training
11868,Classic Freestyle,Hip-Hop,6th Sense &amp; Mick Boogie,CC BY-NC-SA,small,167,1062,training
11916,comedi humaine,Hip-Hop,WatFatMan,CC BY,small,273,1141,training
11917,court metrage,Hip-Hop,WatFatMan,CC BY,small,246,819,training
11918,deprecie,Hip-Hop,WatFatMan,CC BY,small,223,5074,training
11919,galerie de portraits,Hip-Hop,WatFatMan,CC BY,small,243,1663,training
11920,Ofura,Hip-Hop,WatFatMan,CC BY,small,294,1392,training
11921,l'air du temps live,Hip-Hop,WatFatMan,CC BY,small,134,984,training
11922,galerie de portraits remix,Hip-Hop,WatFatMan,CC BY,small,198,1303,training
12045,The WInds House,Folk,Big Blood,CC BY-NC-SA,small,462,2010,test
12046,Well Water,Folk,Big Blood,CC BY-NC-SA,small,232,2106,test
12047,Comin' Home Pt. I,Folk,Big Blood,CC BY-NC-SA,small,298,1234,test
12048,She Sells Sanctuary,Folk,Big Blood,CC BY-NC-SA,small,248,1677,test
12049,"On a Sunday, Years After",Folk,Big Blood,CC BY-NC-SA,small,214,1039,test
12050,Echohead,Folk,Big Blood,CC BY-NC-SA,small,284,982,test
12051,Comin' Home Pt. II,Folk,Big Blood,CC BY-NC-SA,small,213,895,test
12052,Breath in a Seed,Folk,Big Blood,CC BY-NC-SA,small,403,831,test
12053,Land Upon Mud II,Folk,Big Blood,CC BY-NC-SA,small,366,743,test
12058,Land Upon Mud I,Folk,Big Blood,CC BY-NC-SA,small,358,817,test
12059,Brotha-o-Brotha-o-,Folk,Big Blood,CC BY-NC-SA,small,189,688,test
12060,Heart of Glass,Folk,Big Blood,CC BY-NC-SA,small,364,1255,test
12061,Do Insects Sleep?,Folk,Big Blood,CC BY-NC-SA,small,120,883,test
12062,Sleepin' Time,Folk,Big Blood,CC BY-NC-SA,small,125,642,test
12064,Beatle Bones 'N' Smokin' Stones,Folk,Big Blood,CC BY-NC-SA,small,226,734,test
12065,So Old Again,Folk,Big Blood,CC BY-NC-SA,small,237,640,test
12066,Apes &amp; History (Swimmin in Paper),Folk,Big Blood,CC BY-NC-SA,small,294,910,test
12067,For Four Beating Lungs,Folk,Big Blood,CC BY-NC-SA,small,246,634,test
12146,Kokoro (I Fall To Pieces),Pop,The Slants,CC BY-NC-SA,small,251,999,training
12147,Capture Me Burning,Pop,The Slants,CC BY-NC-SA,small,234,950,training
12174,Ode To Charles,Hip-Hop,Professor Kliq,CC BY-SA,small,249,2923,training
12179,U Fine,Pop,Garmisch,CC BY-SA,small,273,5440,test
12346,The Lion King,Experimental,Grey Gersten &amp; G. Lucas Crane,CC BY-NC-SA,small,512,1510,training
12376,"Good Morning, Bubblegum",Pop,The Harvey Girls,CC BY-NC-SA,small,237,1076,training
12390,Varal,Pop,Pipo Pegoraro,CC BY-NC-SA,small,220,1188,test
12481,Haystack (A.P.),Folk,Big Blood,CC BY-NC-SA,small,491,1039,test
12482,She Said Nothing II,Folk,Big Blood,CC BY-NC-SA,small,256,604,test
12484,Frost Farm,Folk,Big Blood,CC BY-NC-SA,small,361,782,test
12485,Got Wings?,Folk,Big Blood,CC BY-NC-SA,small,255,583,test
12486,I'm So Glad,Folk,Big Blood,CC BY-NC-SA,small,97,591,test
12487,So Po Swing,Folk,Big Blood,CC BY-NC-SA,small,335,860,test
12488,Moon Perfume,Folk,Big Blood,CC BY-NC-SA,small,244,627,test
12489,'Preese 'Preese,Folk,Big Blood,CC BY-NC-SA,small,266,843,test
12490,I've Been A Baby All My Life (I Hope You Don't Expect A Man),Folk,Big Blood,CC BY-NC-SA,small,226,623,test
12518,When you walk,Pop,Pipo Pegoraro,CC BY-NC-SA,small,241,1641,test
12521,Never Get Out,Rock,Brad Sucks,CC BY-NC-SA,small,122,8596,test
12526,Time (Reprise) (Closing Credits),Hip-Hop,Virtu-oso,CC BY-SA,small,201,3030,validation
12527,Solid Ground,Pop,Poxfil,CC BY-NC-SA,small,304,814,validation
12530,Stalker,Pop,You Are My Everything,CC BY-NC-SA,small,331,981,training
12531,Que Le Hip-Hop Renaisse,Hip-Hop,Empathik,CC BY-NC-SA,small,184,3026,training
12537,Maree Lunaire,Pop,Smoking After,CC BY-NC-SA,small,265,1050,training
12985,Barleycorn and Toblerone,Folk,Nick Jaina,CC BY-NC-SA,small,139,2503,training
12986,I Will Swallow The Sea,Folk,Nick Jaina,CC BY-NC-SA,small,200,1398,training
13191,Outside To Play,Pop,Emily In Love,CC BY-NC-SA,small,226,740,training
13325,Methylchloroisothiazolinone,Rock,Josh Woodward,CC BY-NC-SA,small,240,2891,training
13474,Then,Electronic,Black Era,CC BY-NC-SA,small,213,4190,validation
13556,Let Me Go,Rock,STEEP,CC BY-SA,small,128,5049,validation
13562,It's Not Jazzz,Electronic,Maniax Memori,CC BY-NC-SA,small,221,4252,training
13596,Insane,Rock,b-Shake,CC BY-SA,small,343,6409,training
13670,Nada P Flojos,Hip-Hop,Raflesia,CC BY-NC-SA,small,190,1146,training
13706,Love Crime (Qwertypak Venom Remix),Electronic,Goto80,CC BY-NC-SA,small,195,15374,test
13707,For Newspress,Electronic,Goto80,CC BY-NC-SA,small,242,16115,test
13708,Disk Machine,Electronic,Goto80,CC BY-NC-SA,small,116,15485,test
13709,Member,Electronic,Goto80,CC BY-NC-SA,small,91,9894,test
13710,Love Crime,Electronic,Goto80,CC BY-NC-SA,small,228,17037,test
13711,Disk Machine (Sky Pole Remix),Electronic,Goto80,CC BY-NC-SA,small,161,16125,test
13804,Life's A Beach,Hip-Hop,The Professional Savage,CC BY-NC-SA,small,478,1272,training
14653,Bad Sign,Rock,Brad Sucks,CC BY-SA,small,232,16854,test
14690,Givers,Experimental,Lucky Dragons,CC BY-NC-SA,small,215,9758,test
14733,Mania,Rock,Throwing Muses,CC BY-NC-SA,small,201,7625,test
14734,Shark,Rock,Throwing Muses,CC BY-NC-SA,small,156,9714,test
14735,Start,Rock,Throwing Muses,CC BY-NC-SA,small,186,7065,test
14736,Hazing,Rock,Throwing Muses,CC BY-NC-SA,small,214,5976,test
14737,Speed and Sleep,Rock,Throwing Muses,CC BY-NC-SA,small,310,8592,test
14738,Devil's Roof,Rock,Throwing Muses,CC BY-NC-SA,small,219,10366,test
14739,Say Goodbye,Rock,Throwing Muses,CC BY-NC-SA,small,236,8508,test
14740,Tar Kissers,Rock,Throwing Muses,CC BY-NC-SA,small,207,6794,test
14741,Limbo,Rock,Throwing Muses,CC BY-NC-SA,small,256,5935,test
14742,Bright Yellow Gun,Rock,Throwing Muses,CC BY-NC-SA,small,210,24276,test
14743,Vicky's Box,Rock,Throwing Muses,CC BY-NC-SA,small,331,14435,test
14744,Bea,Rock,Throwing Muses,CC BY-NC-SA,small,256,13986,test
14745,Pearl,Rock,Throwing Muses,CC BY-NC-SA,small,316,9396,test
14809,The New Year,Folk,Sebastien Duclos,CC BY-NC-SA,small,228,1190,training
15625,Chion's Cricket,Experimental,Jim Lee,CC BY-NC-SA,small,364,1568,training
15880,Taishikichô Chôshi,International,Kokusai Bunka Shinkokai,CC BY-NC-SA,small,191,14622,training
16095,YOU GOT THE POWER,Pop,MEGA*CHURCH,CC BY-NC-SA,small,257,566,training
16162,Rock da Dam (Featuring Portformat),Hip-Hop,Comfort Fit,CC BY-SA,small,231,1814,training
16163,11:11,Pop,Christopher Joel,CC BY-NC-SA,small,276,434,training
16334,Kapi Radja (Ape King),International,Peliatan Gamelan,CC BY-NC-SA,small,184,9141,training
16337,Falling,Pop,Twizzle,CC BY-NC-SA,small,269,715,test
16338,Black Elk Mountain,Pop,Twizzle,CC BY-NC-SA,small,263,1100,test
16339,This Is No Chanson,Pop,Twizzle,CC BY-NC-SA,small,155,562,test
16340,Barefoot Girl/ Pebble Road,Pop,Twizzle,CC BY-NC-SA,small,179,833,test
16354,Rose of Los Angeles,Rock,Michael Gira,CC BY-NC-SA,small,249,2390,training
16743,Laare,International,Salam,CC BY-NC-SA,small,516,2561,training
16744,Drogue,International,Salam,CC BY-NC-SA,small,428,2525,training
16745,Tara,International,Salam,CC BY-NC-SA,small,435,3376,training
16747,Kairo,International,Salam,CC BY-NC-SA,small,446,4821,training
16819,Mission Bucharest,Rock,Pharaos,CC BY-NC-SA,small,139,13053,training
16820,Investigation,Rock,Pharaos,CC BY-NC-SA,small,230,10074,training
16821,The Pharaos' Theme,Rock,Pharaos,CC BY-NC-SA,small,109,25077,training
16822,Warzaw Express,Rock,Pharaos,CC BY-NC-SA,small,210,17792,training
16878,Angular Momentum,Hip-Hop,Pre,CC BY-NC-SA,small,85,2262,training
16879,Yesterday,Hip-Hop,Pre,CC BY-NC-SA,small,97,3992,training
16880,Lampion,Hip-Hop,Pre,CC BY-NC-SA,small,99,2242,training
16895,American Standard,Pop,Matt Carlson,CC BY-NC-SA,small,500,542,validation
16994,First Christmas Song,Rock,Tusk Lord,CC BY-NC-SA,small,273,2368,test
16995,Second Christmas Song,Rock,Tusk Lord,CC BY-NC-SA,small,66,2530,test
16997,Third Christmas Song,Rock,Tusk Lord,CC BY-NC-SA,small,254,2217,test
17462,Baby With A Bamboo Heart,Rock,Soul Celtics,CC BY-NC-SA,small,110,5447,training
17573,For Two Glitching Organs,Experimental,Ilya Monosov,CC BY-NC-SA,small,377,875,training
17588,Beach Foam,Electronic,Future Islands,CC BY-NC-SA,small,219,3253,training
17631,Jaliya,International,Jalikebba Kuyateh and the Toubabs,CC BY-NC-SA,small,316,2819,training
17632,N' Latéla,International,Jalikebba Kuyateh and the Toubabs,CC BY-NC-SA,small,293,2089,training
17633,Caira,International,Jalikebba Kuyateh and the Toubabs,CC BY-NC-SA,small,312,2613,training
17634,M.Samba,International,Jalikebba Kuyateh and the Toubabs,CC BY-NC-SA,small,331,4760,training
17635,Signolu,International,Jalikebba Kuyateh and the Toubabs,CC BY-NC-SA,small,244,2288,training
17636,Griot and the Family,International,Jalikebba Kuyateh and the Toubabs,CC BY-NC-SA,small,458,3477,training
17637,Bamba Bojang,International,Jalikebba Kuyateh and the Toubabs,CC BY-NC-SA,small,311,4691,training
17735,Ecstatic Rite,Rock,Liturgy,CC BY-NC-SA,small,284,3753,training
17906,I Want You Pretty,Pop,Learning Music,CC BY-NC-SA,small,213,879,training
18144,cocktail lady,Pop,Funky Terrorist,CC BY-NC-SA,small,184,1176,training
18145,2 scratchy 2 dance,Pop,Funky Terrorist,CC BY-NC-SA,small,357,953,training
18146,go! go !go!,Pop,Funky Terrorist,CC BY-NC-SA,small,208,1310,training
18159,Just Your Game,Folk,The Friendly Dimension,CC BY-NC-SA,small,155,665,training
18887,Best Friend,Rock,Seek Six Sick,CC BY-NC-SA,small,306,2781,training
19192,Until the Sea Shall Free Them,Experimental,Tom Carter,CC BY-NC-SA,small,385,8075,training
19412,Kyoto Melody,Pop,Orquestra Popular De Paio Pires,CC BY-NC-SA,small,162,1316,training
19413,Cinnamon Walls,Pop,Orquestra Popular De Paio Pires,CC BY-NC-SA,small,189,668,training
19415,Warm Hands,Pop,Orquestra Popular De Paio Pires,CC BY-NC-SA,small,140,433,training
19416,Cut Grass,Pop,Orquestra Popular De Paio Pires,CC BY-NC-SA,small,203,416,training
19417,City Turtles,Pop,Orquestra Popular De Paio Pires,CC BY-NC-SA,small,153,448,training
19418,PAIO PIRES-CACILHAS (Directo),Pop,Orquestra Popular De Paio Pires,CC BY-NC-SA,small,96,3499,training
19420,"Take Me Out Tonight, I Want To See The Stars",Pop,Orquestra Popular De Paio Pires,CC BY-NC-SA,small,166,1110,training
19422,Nothing Happens,Pop,Orquestra Popular De Paio Pires,CC BY-NC-SA,small,280,463,training
19423,Flamingo,Pop,Orquestra Popular De Paio Pires,CC BY-NC-SA,small,172,548,training
19441,Resolutions (Chris Summer Remix),Pop,Entertainment for the Braindead,CC BY-NC-SA,small,314,1291,training
19442,Tongue Tied,Pop,Paper Navy,CC BY-NC-SA,small,201,1698,training
19459,Medley 1,International,Djarara,CC BY-NC-SA,small,398,1624,training
19729,Hot Boxing The Cockpit,Hip-Hop,Shlohmo,CC BY-NC-SA,small,215,23744,training
19758,Row,Pop,Dirty Mittens,CC BY-NC-SA,small,204,608,training
19759,Let It Go,Pop,Dirty Mittens,CC BY-NC-SA,small,301,2414,training
19760,Fish in the Sea,Pop,Dirty Mittens,CC BY-NC-SA,small,403,908,training
20050,Let's Go Down,Rock,Family Of The Year,CC BY-NC-SA,small,229,2419,training
20296,Part 3,Experimental,Sikhara,CC BY-NC-SA,small,267,68678,test
20704,Crack For Hippies,Pop,Appetite,CC BY-NC-SA,small,271,504,training
20818,03 The Wedding Ring,Experimental,Harrius,CC BY-NC-SA,small,354,1815,validation
21058,Titanic Sofas,Experimental,Sore & Steal,CC BY-NC-SA,small,330,1279,training
21672,Bad Love,Pop,Guidance Counselor,CC BY-NC-SA,small,287,560,training
21676,Life is Glass,Pop,Guidance Counselor,CC BY-NC-SA,small,160,533,training
21677,I Don't Wanna Speak,Pop,Guidance Counselor,CC BY-NC-SA,small,237,488,training
21774,Dutch East Indies,Experimental,Snawklor,CC BY-NC-SA,small,333,1155,training
21842,Tam814,Electronic,LJ Kruzer,CC BY-NC-SA,small,499,3369,training
21859,Alchemy Lab,Rock,Paint and Copter,CC BY-NC-SA,small,188,3751,training
21860,Everyone Wins,Rock,Paint and Copter,CC BY-NC-SA,small,206,2940,training
22094,I Remember When,Hip-Hop,Gates,CC BY-SA,small,256,2762,training
22150,The Horror Approaches,Experimental,Jeff McLeod,CC BY-NC-SA,small,153,2067,validation
23013,Bust This Bust That,Electronic,Professor Kliq,CC BY-NC-SA,small,268,37252,training
23037,Chinese Drop,Rock,major Major,CC BY-NC-SA,small,191,2727,training
23039,First Comes Rug Burn Then Comes Fire,Pop,Pinkle,CC BY-NC-SA,small,208,568,training
23155,Bouchon (with Les Gauchers Quintet),International,Lee Maddeford,CC BY-NC-SA,small,109,5011,training
23156,Biens souvent (with Les Gauchers Quintet),International,Lee Maddeford,CC BY-NC-SA,small,66,6211,training
23329,Sexual Vulnurability,Experimental,Tony Conrad,CC BY-NC-SA,small,174,1244,validation
23353,Eigenvalue Subspace Decomposition,Electronic,Choc,CC BY-NC-SA,small,298,23394,training
24216,Bleached Beach,Experimental,Noveller,CC BY-NC-SA,small,380,4148,training
24217,Redgrave,Experimental,Noveller,CC BY-NC-SA,small,414,1792,training
24218,Under the Color Cave,Experimental,Noveller,CC BY-NC-SA,small,434,1823,training
25104,Black Cat Veins,Pop,Bombay Laughing Club,CC BY-NC-SA,small,206,462,training
25124,Bridge Jumping,Pop,Bombay Laughing Club,CC BY-NC-SA,small,247,450,training
26298,"Slow Down, Joe",Pop,Karl Blau,CC BY-NC-SA,small,162,640,training
26301,The Dance Of The Sugar Plumb Fairy,Experimental,Karl Blau,CC BY-NC-SA,small,206,1131,training
26302,Ode To Demons,Folk,Karl Blau,CC BY-NC-SA,small,321,626,training
26307,96,Experimental,Karl Blau,CC BY-NC-SA,small,293,1024,training
26322,Gnos Levohs,Experimental,Karl Blau,CC BY-NC-SA,small,249,2493,training
26464,Falling Off the Map,Folk,Spectre Folk,CC BY-NC-SA,small,344,1238,training
26465,Toot! Toot!,Folk,Spectre Folk,CC BY-NC-SA,small,312,970,training
26466,Burning Bridge,Folk,Spectre Folk,CC BY-NC-SA,small,333,799,training
26583,"""Jane Icin (For Jane - In Turkish)"" by Charles Bukowski",Experimental,Lezet,CC BY-NC-SA,small,298,1268,training
26600,"""(Me up at does)"" by E. E. Cummings",Experimental,Lezet,CC BY-NC-SA,small,68,1123,training
26605,"""Ella Fitzgerald"" by James A. Emanuel",Experimental,Lezet,CC BY-NC-SA,small,90,65239,training
26629,Heroic Hexa Epic,Electronic,NOISE64,CC BY-NC-SA,small,320,3660,training
26638,02,Rock,Flowerheads,CC BY-NC-SA,small,160,3426,training
26639,03,Rock,Flowerheads,CC BY-NC-SA,small,150,3565,training
26640,04,Rock,Flowerheads,CC BY-NC-SA,small,77,2824,training
26641,05,Rock,Flowerheads,CC BY-NC-SA,small,130,2613,training
26642,06,Rock,Flowerheads,CC BY-NC-SA,small,148,5529,training
26643,07,Rock,Flowerheads,CC BY-NC-SA,small,129,5474,training
26651,Deep Sky Blue,Electronic,Graphiqs Groove,CC BY-NC-SA,small,378,154579,training
26652,Bleuacide,Electronic,Graphiqs Groove,CC BY-NC-SA,small,313,19870,training
26653,Yellow Ocher,Electronic,Graphiqs Groove,CC BY-NC-SA,small,394,5340,training
26654,Midnight Blue JzDnB,Electronic,Graphiqs Groove,CC BY-NC-SA,small,268,4956,training
26655,Frosty Blue,Electronic,Graphiqs Groove,CC BY-NC-SA,small,379,5221,training
26656,Sea Green,Electronic,Graphiqs Groove,CC BY-NC-SA,small,330,5715,training
26657,Reed Gray,Electronic,Graphiqs Groove,CC BY-NC-SA,small,299,3938,training
26658,Burn Tumber JzDnB,Electronic,Graphiqs Groove,CC BY-NC-SA,small,302,3829,training
26659,Cyanos,Electronic,Graphiqs Groove,CC BY-NC-SA,small,330,4322,training
26754,Alarm Clock,Pop,Tiny Creatures,CC BY-NC-SA,small,60,1201,training
26765,Everybody Is Happy,Pop,Tiny Creatures,CC BY-NC-SA,small,70,629,training
26859,ruby cactus,Electronic,"I, Cactus",CC BY-NC-SA,small,120,27159,test
26861,yellow cactus,Electronic,"I, Cactus",CC BY-NC-SA,small,95,5367,test
26902,The Hit,Electronic,Goto80,CC BY-NC-SA,small,105,21643,test
26904,Boys Say Only You feat. Yazoo,Electronic,Goto80,CC BY-NC-SA,small,151,18342,test
26905,Viking Conquistador feat. Acid Terrorist,Electronic,Goto80,CC BY-NC-SA,small,118,14962,test
26906,Invader Tune,Electronic,Goto80,CC BY-NC-SA,small,195,40727,test
27164,thisis a humalong (feat. featherbeard),Pop,Rhoda,CC BY-NC-SA,small,332,878,training
27194,Barcelona Afrobeat 07,International,Barcelona Afrobeat International Orchestra,CC BY-NC-SA,small,503,2030,training
27195,Barcelona Afrobeat 01,International,Barcelona Afrobeat International Orchestra,CC BY-NC-SA,small,520,2313,training
27197,Barcelona Afrobeat 03,International,Barcelona Afrobeat International Orchestra,CC BY-NC-SA,small,574,2146,training
27198,Barcelona Afrobeat 04,International,Barcelona Afrobeat International Orchestra,CC BY-NC-SA,small,560,2130,training
27454,Track 1,Experimental,Sun Araw,CC BY-NC-SA,small,391,3267,training
27455,Track 2,Experimental,Sun Araw,CC BY-NC-SA,small,267,1396,training
27456,Track 3,Experimental,Sun Araw,CC BY-NC-SA,small,297,1885,training
27547,I'm a Sir,Pop,Frau,CC BY-NC-SA,small,205,1331,training
27548,Mesin Penenun Hujan,Pop,Frau,CC BY-NC-SA,small,206,1676,training
27549,Rat and Cat,Pop,Frau,CC BY-NC-SA,small,206,1326,training
27550,Sepasang Kekasih Yang Pertama Bercinta Di Luar Angkasa,Pop,Frau,CC BY-NC-SA,small,388,1076,training
27551,"Salahku, Sahabatku",Pop,Frau,CC BY-NC-SA,small,270,773,training
27552,Glow,Pop,Frau,CC BY-NC-SA,small,154,1261,training
27673,Marche pour la cérémonie turque,Electronic,Bacalao,CC BY-NC-SA,small,167,3364,training
28179,Raise Riddim,Electronic,I.D. & Baobinga,CC BY-NC-SA,small,207,7115,test
28548,summer,Electronic,General Fuzz,CC BY-NC-SA,small,326,13302,training
29045,I Want You,Pop,Buffalo Stance,CC BY-NC-SA,small,290,707,training
29128,gymnosperm,Pop,Jim Morisson mon cul,CC BY-NC-SA,small,124,857,training
29180,mamido,Pop,Charlene Darling,CC BY-NC-SA,small,201,481,training
29243,Blue Hardrock Spasm,Pop,Benjamin Bret,CC BY-NC-SA,small,169,1069,training
29245,The Angel,Pop,Benjamin Bret,CC BY-NC-SA,small,151,466,training
29255,Lounge Light,Pop,Benjamin Bret,CC BY-NC-SA,small,348,1125,training
